lb,ub,Qsg,Tout,Tair_true,u_true
15.0,28.0,1.8149999,16.599998,22.770496,223.1031902826782
15.0,28.0,51.322453,16.8,22.787655,244.2006872077477
22.0,24.0,21.78,17.3,22.863337,243.73208389564536
22.0,24.0,76.59422,17.7,22.904526,233.47302388515192
22.0,24.0,46.768753,18.600002,22.945051,234.04412812759347
22.0,24.0,63.71236,19.400002,22.991148,83.9734540419559
22.0,24.0,46.292484,20.300003,23.016792,69.32162196833389
22.0,24.0,50.47589,21.199997,23.043125,21.622637035403102
22.0,24.0,143.8159,21.8,23.023418,-9.128205105749146
22.0,24.0,260.79523,22.399998,23.045479,-80.19180247809578
22.0,24.0,408.0816,22.900002,23.03283,-101.63717793242893
22.0,24.0,552.20166,23.400002,23.113277,-219.27532980254034
22.0,24.0,440.20892,23.899998,23.081276,-183.39637344121638
22.0,24.0,195.476,24.299995,23.209108,-228.41098271660945
22.0,24.0,170.24995,24.599998,23.174028,-224.78227898418413
22.0,24.0,294.90735,24.899994,23.198769,-250.78399262348864
22.0,24.0,301.5252,25.0,23.22219,-253.15680400144265
22.0,24.0,318.39127,25.199997,23.269054,-283.8652899384629
22.0,24.0,375.68692,25.100006,23.277363,-278.29431547377953
22.0,24.0,348.7109,25.100006,23.343813,-326.08028867744326
22.0,24.0,324.59158,25.0,23.321072,-327.57755324291213
22.0,24.0,137.9709,24.800003,23.344152,-395.76384638934985
22.0,24.0,58.086834,24.5,23.217506,-390.7597192085774
22.0,24.0,98.72738,24.199997,23.165949,-409.94737972887924
22.0,24.0,102.42285,23.699997,23.103443,-401.41168224433915
22.0,24.0,75.03985,23.2,23.076244,-118.66240897600164
22.0,24.0,79.35394,23.2,23.264002,-139.60436827799975
22.0,24.0,32.232666,21.900002,23.236288,-167.1150301548306
22.0,24.0,17.195904,21.100002,23.153229,-161.96438651871176
22.0,24.0,6.547238,20.300003,23.104006,-204.29219989719786
15.0,28.0,0.0,19.899998,22.982008,-215.20918423160532
15.0,28.0,0.0,19.599998,22.89236,-209.4778293216911
15.0,28.0,0.0,19.3,22.831942,-208.15660191601148
15.0,28.0,0.0,19.0,22.770458,-313.6593965634658
15.0,28.0,0.0,18.800003,22.548063,-361.7550695725984
15.0,28.0,0.0,18.5,22.382978,-595.3177039997042
15.0,28.0,0.0,18.3,21.937996,-602.8150769098584
15.0,28.0,0.0,18.099998,21.777552,1.141236061800953
15.0,28.0,0.0,17.900002,22.582394,-422.8880852194383
15.0,28.0,0.0,17.7,22.016165,23.97033722279474
15.0,28.0,0.0,17.600002,22.566212,-307.7190102449355
15.0,28.0,0.0,17.399998,22.118315,42.94738321776828
15.0,28.0,0.0,17.199997,22.553112,-359.36373858744474
15.0,28.0,0.0,17.099998,21.988522,80.81640615970178
15.0,28.0,0.0,16.900002,22.540478,-565.8679453265972
15.0,28.0,0.0,16.8,21.62359,19.342073206929683
15.0,28.0,0.0,16.8,22.330582,99.558969808006
15.0,28.0,0.0,16.8,22.531754,246.85286199737692
15.0,28.0,1.65,17.600002,22.790487,218.24426825407897
15.0,28.0,51.986446,18.5,22.811783,229.02204036290334
22.0,24.0,22.935001,19.400002,22.881197,226.77616748368717
22.0,24.0,117.2379,20.2,22.929905,187.93839315879052
22.0,24.0,62.33368,21.599998,22.951666,200.9441108151217
22.0,24.0,174.84215,22.900002,23.027237,24.68375169598079
22.0,24.0,125.48923,23.800003,23.061514,2.603301172957913
22.0,24.0,300.2104,24.699997,23.102558,-94.51482178456837
22.0,24.0,284.11444,25.400002,23.08068,-103.43076534301048
22.0,24.0,464.36874,26.0,23.155182,-174.3080228025126
22.0,24.0,473.85257,26.5,23.194263,-197.78245349566112
22.0,24.0,595.2131,27.0,23.27797,-323.68316504746605
22.0,24.0,609.33655,27.399994,23.236542,-338.1491996960023
22.0,24.0,649.30035,27.800003,23.32392,-402.3878081730902
22.0,24.0,648.3146,28.099998,23.35325,-416.3526596380795
22.0,24.0,608.4868,28.400002,23.435846,-410.53107560998956
22.0,24.0,614.43744,28.599998,23.537088,-442.55614738376573
22.0,24.0,545.7507,28.699997,23.583935,-406.59109117690366
22.0,24.0,534.66705,28.699997,23.699928,-422.8789644179607
22.0,24.0,408.772,28.699997,23.746634,-413.1519467106219
22.0,24.0,405.60593,28.5,23.785164,-420.8237791761867
22.0,24.0,211.66219,28.300003,23.802422,-443.5508358357914
22.0,24.0,236.7551,27.800003,23.736944,-432.81557067641086
22.0,24.0,120.506096,27.199997,23.728468,-474.1516056814784
22.0,24.0,158.16432,26.5,23.61164,-454.76511786275
22.0,24.0,74.222176,25.700005,23.585825,-197.86496099946203
22.0,24.0,93.98162,25.700005,23.707514,-207.37487324289532
22.0,24.0,20.295,23.0,23.66844,-233.1200860419856
22.0,24.0,12.87,21.7,23.55266,-217.34520728800032
22.0,24.0,28.216818,20.400002,23.482038,-223.54752169298922
15.0,28.0,0.0,19.8,23.38521,-232.82828497848828
15.0,28.0,0.0,19.099998,23.270205,-255.15699324602565
15.0,28.0,0.0,18.600002,23.134792,-239.6214315923229
15.0,28.0,0.0,18.099998,23.053314,-287.3573393146658
15.0,28.0,0.0,17.7,22.885807,-296.0812228533431
15.0,28.0,0.0,17.3,22.76419,-530.2001446647304
15.0,28.0,0.0,17.099998,22.306536,-605.1506559755056
15.0,28.0,0.0,16.900002,22.026327,-159.13321591940695
15.0,28.0,0.0,16.7,22.55397,-653.1377024415243
15.0,28.0,0.0,16.599998,21.807268,53.90640937583487
15.0,28.0,0.0,16.5,22.683533,-664.0555722307719
15.0,28.0,0.0,16.399998,21.672924,192.51400054815053
15.0,28.0,0.0,16.5,22.753637,-696.5674977653981
15.0,28.0,0.0,16.5,21.531918,186.3748428683097
15.0,28.0,0.0,16.599998,22.632471,-710.2677736588103
15.0,28.0,0.0,16.7,21.40785,21.507246782657774
15.0,28.0,0.0,16.900002,22.283657,101.25172532392361
15.0,28.0,0.0,17.099998,22.50491,250.76848844980174
15.0,28.0,1.65,17.800003,22.772907,220.94167839915593
15.0,28.0,47.920403,18.400002,22.797081,236.0801682464937
22.0,24.0,21.12,19.2,22.873802,232.2943942432775
22.0,24.0,121.17501,19.899998,22.921494,190.45883693056868
22.0,24.0,93.97162,20.8,22.939537,190.12243196879137
22.0,24.0,210.50522,21.7,22.99929,40.12113141004471
22.0,24.0,193.00977,22.5,23.07053,-3.7825545387960346
22.0,24.0,317.45056,23.400002,23.091824,-84.60121484650188
22.0,24.0,313.04852,24.099998,23.082268,-100.18063926603998
22.0,24.0,437.40326,24.800003,23.146969,-162.57218544062414
22.0,24.0,454.42603,25.300003,23.180416,-189.6290870593516
22.0,24.0,550.76654,25.800003,23.248774,-294.63350784012033
22.0,24.0,561.2404,26.099998,23.220934,-302.3755356481925
22.0,24.0,601.9736,26.5,23.307507,-341.51008824933956
22.0,24.0,595.1378,26.699997,23.364365,-354.48330171843145
22.0,24.0,616.86725,27.0,23.442846,-405.11858985087486
22.0,24.0,612.47144,27.099998,23.466942,-414.53250842310433
22.0,24.0,548.93164,27.199997,23.533375,-386.1873189173317
22.0,24.0,538.89435,27.199997,23.63886,-400.76791328485876
22.0,24.0,412.95178,27.099998,23.684958,-393.91944876262676
22.0,24.0,407.79907,27.0,23.716753,-399.36654050158893
22.0,24.0,203.57515,26.799995,23.733864,-432.5325063759507
22.0,24.0,224.55133,26.5,23.647726,-419.6891953839811
22.0,24.0,92.12296,26.199997,23.6349,-464.8666004421889
22.0,24.0,135.76395,25.700005,23.50497,-444.79661066473193
22.0,24.0,48.510002,25.199997,23.476383,-187.3902893595788
22.0,24.0,77.569176,25.199997,23.597198,-193.21034156830535
22.0,24.0,20.955,23.3,23.56598,-218.12417588505093
22.0,24.0,22.972155,22.199997,23.463324,-203.22344419147385
22.0,24.0,24.386303,21.100002,23.407759,-213.79582813055538
15.0,28.0,0.0,20.7,23.316868,-229.53844011826686
15.0,28.0,0.0,20.400002,23.205776,-247.75010961754538
15.0,28.0,0.0,20.100002,23.090746,-234.35113370804515
15.0,28.0,0.0,19.8,23.023624,-292.41937127429696
15.0,28.0,0.0,19.699997,22.857576,-302.1202705876661
15.0,28.0,0.0,19.599998,22.749855,-537.6236335097796
15.0,28.0,0.0,19.5,22.308004,-609.5877040000838
15.0,28.0,0.0,19.400002,22.05044,-248.48384414381246
15.0,28.0,0.0,19.3,22.467855,-686.7308385154047
15.0,28.0,0.0,19.2,21.798496,39.583206976293184
15.0,28.0,0.0,19.099998,22.724617,-965.1587258829749
15.0,28.0,0.0,18.899998,21.297167,274.79055131979885
15.0,28.0,0.0,18.899998,22.888918,-1028.3290716902998
15.0,28.0,0.0,18.800003,21.119858,269.14720740119327
15.0,28.0,0.0,18.800003,22.758858,-880.7011444104631
15.0,28.0,0.0,18.699997,21.233414,47.92519614152229
15.0,28.0,0.0,18.800003,22.36382,127.26863024470293
15.0,28.0,0.0,18.800003,22.626865,231.27852487933148
15.0,28.0,1.858299,19.099998,22.842468,190.87622351575317
15.0,28.0,21.317621,19.400002,22.847538,230.2401693604728
22.0,24.0,40.271366,19.699997,22.950123,194.31506792069928
22.0,24.0,35.24574,20.100002,22.957684,222.39745364218754
22.0,24.0,18.74275,20.5,23.044168,213.87198063986216
22.0,24.0,28.699135,20.8,23.08339,45.34288640150385
22.0,24.0,47.223755,21.5,23.074137,34.60412845394893
22.0,24.0,41.579998,22.199997,23.102486,-18.29424343866026
22.0,24.0,44.547268,22.800003,23.068981,-20.707434023623023
22.0,24.0,55.44,23.5,23.101437,-77.00095262337896
22.0,24.0,65.32269,23.699997,23.064129,-76.15733732726011
22.0,24.0,145.72916,24.0,23.100277,-127.56026108935191
22.0,24.0,297.89133,24.099998,23.086088,-152.5007114345737
22.0,24.0,401.65823,24.299995,23.133764,-224.63458236534308
22.0,24.0,292.33566,24.299995,23.127464,-218.02422556168403
22.0,24.0,257.87494,24.299995,23.182438,-250.81466727383793
22.0,24.0,216.63202,24.299995,23.179401,-255.0463938944378
22.0,24.0,358.7671,24.299995,23.197063,-269.3595261138606
22.0,24.0,520.681,24.299995,23.24121,-289.32921721818195
22.0,24.0,411.82367,24.299995,23.309057,-308.9029448910957
22.0,24.0,410.64218,24.299995,23.330875,-312.56364241930464
22.0,24.0,208.10025,24.199997,23.372772,-388.76074668714597
22.0,24.0,270.3795,24.099998,23.246727,-365.0159201257136
22.0,24.0,85.617035,24.0,23.274141,-424.0533557486189
22.0,24.0,120.238556,23.800003,23.139664,-403.6697182196261
22.0,24.0,54.12,23.600002,23.12338,-132.03278524719417
22.0,24.0,53.112698,23.600002,23.287441,-151.46705048411383
22.0,24.0,22.44,23.0,23.2522,-171.70334582816503
22.0,24.0,12.21,22.900002,23.181381,-175.00079287639267
22.0,24.0,22.705719,22.800003,23.129211,-187.70319354388687
15.0,28.0,0.0,22.800003,23.06974,-218.06815944331436
15.0,28.0,0.0,22.800003,22.97603,-219.04181057764748
15.0,28.0,0.0,22.7,22.92335,-211.95163429364516
15.0,28.0,0.0,22.5,22.889515,-304.7016816081681
15.0,28.0,0.0,22.3,22.708164,-332.84306577992254
15.0,28.0,0.0,22.099998,22.597271,-571.0630946919321
15.0,28.0,0.0,21.900002,22.172417,-619.3021633209052
15.0,28.0,0.0,21.7,21.97168,-168.13338211609744
15.0,28.0,0.0,21.399998,22.552357,-860.8650588660371
15.0,28.0,0.0,21.100002,21.543423,111.06355532518216
15.0,28.0,0.0,20.599998,22.797543,-1054.861899487953
15.0,28.0,0.0,20.2,21.18364,291.8086249482128
15.0,28.0,0.0,20.0,22.91472,-1058.4622344257805
15.0,28.0,0.0,19.8,21.099672,269.7894731032219
15.0,28.0,0.0,20.0,22.782824,-908.5507806534783
15.0,28.0,0.0,20.100002,21.226057,44.04343123941021
15.0,28.0,0.0,20.2,22.393877,148.13535291247047
15.0,28.0,0.0,20.300003,22.706497,213.65818739475435
15.0,28.0,1.65,20.599998,22.880184,166.29977003792175
15.0,28.0,32.304558,21.0,22.875511,201.15431011121012
22.0,24.0,47.6647,21.399998,22.977901,166.29801360805982
22.0,24.0,59.786324,21.900002,22.992735,184.64419155156037
22.0,24.0,36.147305,22.5,23.07637,175.66518843761042
22.0,24.0,74.05074,23.0,23.121927,2.6838477038062365
22.0,24.0,90.06258,23.699997,23.123081,-14.660624241684502
22.0,24.0,94.10336,24.400002,23.155334,-74.12023465364473
22.0,24.0,314.55884,24.899994,23.126162,-116.47700748399149
22.0,24.0,407.27032,25.5,23.169205,-172.21270617738662
22.0,24.0,440.28293,26.0,23.20263,-192.0903826865421
22.0,24.0,561.28986,26.400002,23.281698,-307.279303774781
22.0,24.0,582.3685,26.799995,23.245594,-319.1621634333232
22.0,24.0,556.70807,27.099998,23.330866,-322.7324181369582
22.0,24.0,625.6002,27.300003,23.427374,-398.6453492980901
22.0,24.0,651.1914,27.5,23.430763,-439.0418365073966
22.0,24.0,334.3149,27.600006,23.464645,-303.88704385265373
22.0,24.0,239.41052,27.699997,23.669052,-344.11881896173225
22.0,24.0,485.5289,27.699997,23.63863,-367.13126974541115
22.0,24.0,416.20618,27.699997,23.676788,-392.317267097015
22.0,24.0,403.80286,27.5,23.67622,-391.7927280042843
22.0,24.0,233.87076,27.300003,23.704748,-425.9913932526563
22.0,24.0,267.38593,27.0,23.634233,-413.2082589377212
22.0,24.0,128.53807,26.799995,23.639046,-461.9859365584076
22.0,24.0,103.48366,26.400002,23.518469,-450.94341479760794
22.0,24.0,55.44,26.0,23.47096,-186.3653743026215
22.0,24.0,41.91,26.0,23.609512,-204.45482049858606
22.0,24.0,27.390001,24.599998,23.55688,-217.00356875167927
22.0,24.0,14.3550005,23.699997,23.481558,-207.5962652328493
22.0,24.0,27.67969,22.7,23.427937,-216.75332234031225
15.0,28.0,0.0,22.5,23.350746,-230.23777828702447
15.0,28.0,0.0,22.199997,23.25499,-253.364330081452
15.0,28.0,0.0,22.099998,23.144878,-240.72315177364777
15.0,28.0,0.0,22.0,23.087519,-294.2302920904155
15.0,28.0,0.0,21.900002,22.940601,-302.750934508606
15.0,28.0,0.0,21.8,22.848263,-522.0465029489079
15.0,28.0,0.0,21.7,22.44363,-595.9566257852073
15.0,28.0,0.0,21.5,22.199528,-694.0475861359499
15.0,28.0,0.0,21.399998,21.930717,-194.52043010193205
15.0,28.0,0.0,21.300003,22.560074,-996.2840279551663
15.0,28.0,0.0,21.100002,21.38223,159.13369008346234
15.0,28.0,0.0,20.8,22.875364,-1085.7219776948339
15.0,28.0,0.0,20.599998,21.173597,290.42211392400066
15.0,28.0,0.0,20.5,22.936401,-1058.0144234093532
15.0,28.0,0.0,20.300003,21.129368,262.01515519237614
15.0,28.0,0.0,20.100002,22.803032,82.35188666161957
15.0,28.0,0.0,20.100002,22.762993,83.94547632709259
15.0,28.0,0.0,20.0,22.783152,170.9273123421495
15.0,28.0,1.98,20.599998,22.937965,134.8872653743062
15.0,28.0,56.24995,21.100002,22.93427,161.3198853524284
22.0,24.0,22.935001,21.8,23.02004,156.65204395172145
22.0,24.0,112.29658,22.5,23.061096,112.92232898365916
22.0,24.0,58.175186,23.800003,23.066767,146.17718673887083
22.0,24.0,168.49684,25.199997,23.163177,-54.934601597960864
22.0,24.0,120.27651,25.900002,23.156658,-55.31001278066702
22.0,24.0,295.98648,26.599998,23.217615,-144.32849802934618
22.0,24.0,280.65054,27.199997,23.203772,-150.49322759713522
22.0,24.0,463.05798,27.800003,23.27753,-217.09867233193177
22.0,24.0,473.21014,28.200005,23.318283,-243.59255785633405
22.0,24.0,596.1161,28.699997,23.393261,-356.3726063862275
22.0,24.0,610.8206,29.0,23.36653,-377.14051903854056
22.0,24.0,669.6902,29.400002,23.443235,-460.6847245102224
22.0,24.0,620.87695,29.599998,23.443592,-423.86427842066655
22.0,24.0,600.1187,29.899994,23.584192,-450.2471222406715
22.0,24.0,640.0796,30.0,23.642723,-504.2572376358869
22.0,24.0,545.0133,30.100006,23.654675,-438.4831869359126
22.0,24.0,568.3769,30.100006,23.802528,-491.61354511084767
22.0,24.0,414.43036,30.199997,23.802876,-445.8614892486512
22.0,24.0,410.07632,30.0,23.882526,-462.5169789352108
22.0,24.0,259.10657,29.899994,23.889174,-467.96369085980064
22.0,24.0,217.26855,29.599998,23.858702,-460.4776107346538
22.0,24.0,93.02662,29.400002,23.840813,-496.5353028377408
22.0,24.0,134.21863,29.0,23.727425,-476.4385437015354
22.0,24.0,46.530003,28.599998,23.704515,-222.7731494847908
22.0,24.0,68.61182,28.599998,23.824646,-234.14193039557028
22.0,24.0,23.429998,26.599998,23.786852,-252.25959775354022
22.0,24.0,12.54,25.5,23.697931,-240.66253169490892
22.0,24.0,26.038671,24.400002,23.639076,-249.02089160693163
15.0,28.0,0.0,24.0,23.55511,-245.54533716942183
15.0,28.0,0.0,23.699997,23.476744,-278.7613256595457
15.0,28.0,0.0,23.400002,23.347733,-263.95082057656117
15.0,28.0,0.0,23.099998,23.284107,-293.81649068218553
15.0,28.0,0.0,22.900002,23.164207,-295.09927617929856
15.0,28.0,0.0,22.7,23.080322,-471.87659325468917
15.0,28.0,0.0,22.399998,22.736353,-546.1466561417362
15.0,28.0,0.0,22.199997,22.498215,-1018.9817832004258
15.0,28.0,0.0,21.8,21.659416,-129.60578697023192
15.0,28.0,0.0,21.5,22.76633,-1073.0726117974868
15.0,28.0,0.0,21.100002,21.426762,95.05152959536156
15.0,28.0,0.0,20.7,22.902271,-1086.0936331167732
15.0,28.0,0.0,20.400002,21.278196,240.98163985607874
15.0,28.0,0.0,20.100002,22.966621,-1070.2489054672299
15.0,28.0,0.0,20.0,21.192404,247.53277124628522
15.0,28.0,0.0,19.899998,22.85672,67.71466434362856
15.0,28.0,0.0,20.0,22.807018,71.53997770040888
15.0,28.0,0.0,20.2,22.822433,150.55831677432656
15.0,28.0,1.155,20.900002,22.960135,125.99909348088141
15.0,28.0,34.916615,21.7,22.967821,155.02010190725025
22.0,24.0,20.130001,22.399998,23.052626,141.92379890893068
22.0,24.0,115.95008,23.2,23.082531,89.66292373174366
22.0,24.0,63.716537,24.299995,23.075651,133.1062902066609
22.0,24.0,174.71918,25.5,23.185877,-69.57211412729163
22.0,24.0,126.85911,26.599998,23.178097,-71.61898584166556
22.0,24.0,298.05334,27.699997,23.23745,-156.21137167816664
22.0,24.0,310.32962,28.300003,23.232775,-169.9657083078174
22.0,24.0,425.81256,29.0,23.307926,-210.10359937388193
22.0,24.0,450.01373,29.400002,23.379528,-251.3768112171697
22.0,24.0,578.991,29.899994,23.438416,-355.1338947331469
22.0,24.0,581.88873,30.199997,23.425251,-366.66376446522827
22.0,24.0,630.46185,30.5,23.516567,-443.12781506471345
22.0,24.0,649.2993,30.700005,23.52707,-473.0925103804035
22.0,24.0,643.5994,30.900002,23.585136,-499.0769846984738
22.0,24.0,644.3731,30.900002,23.642265,-518.8451137602408
22.0,24.0,577.44446,31.0,23.70021,-488.0249731862614
22.0,24.0,565.44446,31.0,23.809021,-501.2315009152135
22.0,24.0,451.72507,30.900002,23.858036,-470.23779044498303
22.0,24.0,413.68793,30.5,23.930986,-481.29950822908825
22.0,24.0,256.29956,30.100006,23.939764,-478.6670888356655
22.0,24.0,216.52579,29.699997,23.915585,-471.64770703204147
22.0,24.0,129.75064,29.299995,23.892664,-497.0968719559314
22.0,24.0,105.1386,28.800003,23.799023,-488.4306402711245
22.0,24.0,56.594997,28.300003,23.74468,-227.90890349646156
22.0,24.0,41.889847,28.300003,23.869305,-243.90993545156664
22.0,24.0,27.06,27.199997,23.810694,-255.76390140897365
22.0,24.0,14.190001,26.699997,23.7305,-245.8138330271479
22.0,24.0,27.389917,26.199997,23.675262,-255.08022552620628
15.0,28.0,0.0,26.0,23.599598,-250.76737274171126
15.0,28.0,0.0,25.700005,23.534153,-283.791745415939
15.0,28.0,0.0,25.599998,23.417562,-271.92059868038643
15.0,28.0,0.0,25.400002,23.361893,-298.60442741831525
15.0,28.0,0.0,25.199997,23.258654,-299.1018917970709
15.0,28.0,0.0,25.0,23.188679,-448.6319169474502
15.0,28.0,0.0,24.800003,22.897943,-517.8547335365082
15.0,28.0,0.0,24.599998,22.687105,-1023.0773441001992
15.0,28.0,0.0,24.400002,21.815844,-580.1425474695133
15.0,28.0,0.0,24.199997,22.249708,-934.1001735310732
15.0,28.0,0.0,24.099998,21.68247,-119.78675590473978
15.0,28.0,0.0,23.899998,22.738802,-1038.154102902755
15.0,28.0,0.0,23.699997,21.4546,110.14525033758213
15.0,28.0,0.0,23.600002,22.9319,-1038.2957136979367
15.0,28.0,0.0,23.5,21.381294,188.3134087598952
15.0,28.0,0.0,23.400002,22.95313,-20.813028472795565
15.0,28.0,0.0,23.3,22.856659,-10.10185900204607
15.0,28.0,0.0,23.2,22.879778,116.50517653479267
15.0,28.0,1.8149999,23.699997,23.091747,75.8970467901741
15.0,28.0,53.653202,24.099998,23.088963,67.33301008019538
22.0,24.0,22.109999,24.5,23.121052,93.63770391483456
22.0,24.0,111.6167,25.0,23.1969,-4.717418755975871
22.0,24.0,59.31427,25.5,23.119604,77.49087472042584
22.0,24.0,170.56142,26.0,23.266346,-110.71513143639419
22.0,24.0,122.171326,26.900002,23.270977,-111.71763729000793
22.0,24.0,295.99008,27.699997,23.319603,-184.3127011248772
22.0,24.0,281.11844,28.200005,23.318075,-186.36146168779322
22.0,24.0,461.82025,28.800003,23.39109,-256.0310300593378
22.0,24.0,472.5067,29.199997,23.419128,-279.55726443319713
22.0,24.0,595.0114,29.699997,23.489628,-384.2680985341502
22.0,24.0,609.884,30.0,23.467852,-405.7219816381671
22.0,24.0,669.27954,30.300003,23.538855,-488.04901486865356
22.0,24.0,676.7606,30.5,23.535105,-504.87934345260805
22.0,24.0,669.8005,30.700005,23.604078,-531.3246317868593
22.0,24.0,665.08856,30.800003,23.656845,-545.6871628374489
22.0,24.0,610.99493,30.900002,23.717035,-525.7449735028422
22.0,24.0,576.46344,30.900002,23.809288,-516.4402003778388
22.0,24.0,470.83694,30.900002,23.881992,-476.3460291760755
22.0,24.0,418.21732,30.800003,23.970459,-492.05662047561304
22.0,24.0,270.91577,30.599998,23.971539,-486.9879916308938
22.0,24.0,212.49942,30.300003,23.952929,-480.050328484416
22.0,24.0,85.318436,30.100006,23.928593,-509.9367264197725
22.0,24.0,121.70389,29.599998,23.817608,-490.1931325095462
22.0,24.0,41.803276,29.199997,23.787739,-239.11186417409397
22.0,24.0,73.238716,29.199997,23.899097,-248.81684491092153
22.0,24.0,23.76,27.600006,23.860804,-263.701243471015
22.0,24.0,15.179999,26.900002,23.775362,-252.45255261858426
22.0,24.0,30.29673,26.099998,23.719517,-261.23830141130816
15.0,28.0,0.0,25.900002,23.641,-255.62713111691937
15.0,28.0,0.0,25.700005,23.57233,-285.91958683329506
15.0,28.0,0.0,25.5,23.455868,-276.31382716582664
15.0,28.0,0.0,25.400002,23.393436,-295.33345704182017
15.0,28.0,0.0,25.199997,23.297977,-299.58747933520624
15.0,28.0,0.0,25.0,23.221502,-440.1895686424344
15.0,28.0,0.0,24.899994,22.941599,-508.55216316402516
15.0,28.0,0.0,24.699997,22.733091,-1025.4488146626388
15.0,28.0,0.0,24.5,21.844545,-664.337111814616
15.0,28.0,0.0,24.299995,22.150686,-903.0158400781497
15.0,28.0,0.0,24.199997,21.732418,-231.47422477230538
15.0,28.0,0.0,24.099998,22.59196,-1015.6446100125609
15.0,28.0,0.0,23.899998,21.475304,98.67542589318526
15.0,28.0,0.0,23.800003,22.923664,-1035.6107867270648
15.0,28.0,0.0,23.600002,21.39095,178.94781753523114
15.0,28.0,0.0,23.5,22.947365,-25.81988287734265
15.0,28.0,0.0,23.400002,22.85484,-15.842021314091994
15.0,28.0,0.0,23.400002,22.876936,115.71501929664396
15.0,28.0,1.32,24.0,23.096432,73.58066267148791
15.0,28.0,38.238827,24.599998,23.093561,84.21491719757489
22.0,24.0,21.285,25.199997,23.15317,83.37389452673216
22.0,24.0,109.30409,25.800003,23.198298,-11.10906677432223
22.0,24.0,56.6774,26.699997,23.126596,64.6417416789215
22.0,24.0,166.04788,27.600006,23.269861,-117.87784218611841
22.0,24.0,122.197495,28.200005,23.289831,-122.5341815273282
22.0,24.0,295.8457,28.800003,23.342743,-190.16443005577764
22.0,24.0,282.05267,29.299995,23.354221,-193.72154175112354
22.0,24.0,451.4728,29.699997,23.4315,-266.5082424646679
22.0,24.0,454.17368,30.0,23.455616,-284.79687890826347
22.0,24.0,541.7002,30.400002,23.531048,-358.705797135074
22.0,24.0,550.36066,30.599998,23.545029,-370.41713735529174
22.0,24.0,616.07184,30.900002,23.627811,-462.07726489518654
22.0,24.0,624.3082,30.900002,23.607887,-475.8287301563565
22.0,24.0,631.9324,31.0,23.674221,-513.429146639
22.0,24.0,623.94434,31.0,23.707918,-520.4626607953402
22.0,24.0,555.2687,31.0,23.771366,-485.4634009826342
22.0,24.0,544.7326,30.800003,23.877867,-498.6163320810948
22.0,24.0,420.02026,30.5,23.91785,-481.078197049752
22.0,24.0,417.02365,30.199997,23.95642,-487.303955606399
22.0,24.0,258.64035,29.800003,23.965286,-482.8574643095885
22.0,24.0,231.73917,29.5,23.939022,-476.1686892366765
22.0,24.0,103.66655,29.099998,23.915226,-502.9201163575011
22.0,24.0,146.04617,28.699997,23.807384,-483.53769209164966
22.0,24.0,42.24,28.200005,23.7779,-235.1233636411813
22.0,24.0,58.171814,28.200005,23.878504,-244.5354700104092
22.0,24.0,26.4,27.300003,23.829815,-258.63762745091697
22.0,24.0,12.87,26.900002,23.744982,-248.21032765569487
22.0,24.0,22.380068,26.5,23.68942,-257.9240735182192
15.0,28.0,0.0,26.300003,23.6124,-252.26996226764595
15.0,28.0,0.0,26.099998,23.55005,-284.51561640126715
15.0,28.0,0.0,26.0,23.436499,-274.0855241823565
15.0,28.0,0.0,25.900002,23.380737,-297.2509390742197
15.0,28.0,0.0,25.700005,23.28482,-300.54618025433894
15.0,28.0,0.0,25.599998,23.213964,-443.43033621510284
15.0,28.0,0.0,25.300003,22.935785,-510.65187819002983
15.0,28.0,0.0,25.100006,22.732367,-1023.664897693313
15.0,28.0,0.0,24.899994,21.85289,-697.883933299748
15.0,28.0,0.0,24.599998,22.10924,-885.6627618563149
15.0,28.0,0.0,24.400002,21.760384,-306.3534742483112
15.0,28.0,0.0,24.099998,22.49097,-991.7685563815356
15.0,28.0,0.0,23.899998,21.500092,88.11910863562593
15.0,28.0,0.0,23.699997,22.913097,-1034.6549674235307
15.0,28.0,0.0,23.5,21.391886,178.99314560777833
15.0,28.0,0.0,23.3,22.947483,-22.963771664890146
15.0,28.0,0.0,23.099998,22.857857,-11.482853232248885
15.0,28.0,0.0,22.900002,22.880959,116.846777312244
15.0,28.0,3.5207806,23.0,23.093073,76.29629973581893
15.0,28.0,25.849825,23.099998,23.086441,108.02111754886306
22.0,24.0,56.517555,23.3,23.164894,49.70259887428915
22.0,24.0,103.31759,23.600002,23.126263,52.96208034734377
22.0,24.0,119.35689,24.099998,23.170818,-7.25591556651824
22.0,24.0,196.3324,24.699997,23.130245,-78.98142310172005
22.0,24.0,195.40723,25.300003,23.27391,-117.822294642619
22.0,24.0,293.03116,25.900002,23.29345,-170.56423844234308
22.0,24.0,302.32446,26.5,23.300385,-181.95403987491505
22.0,24.0,459.73297,27.0,23.357,-237.45590902048508
22.0,24.0,467.01297,27.399994,23.392399,-259.6585867590446
22.0,24.0,560.5587,27.800003,23.45636,-346.06900816532436
22.0,24.0,524.50073,28.200005,23.444866,-333.92128315720095
22.0,24.0,583.8077,28.599998,23.542946,-397.6798022528001
22.0,24.0,642.7485,28.900002,23.55547,-460.718932372105
22.0,24.0,663.21375,29.199997,23.559502,-499.8397540854768
22.0,24.0,662.7379,29.299995,23.588028,-513.4222701216374
22.0,24.0,602.32184,29.5,23.646711,-488.55239936322494
