energy_true,penalty_true,exceedance_true
0.058393045018290374,0.0,0.0
0.23607710910819063,0.0,0.0
0.267227652301465,0.0,0.0
0.520146726329306,0.0,0.0
0.5612090730664009,0.0,0.0
0.8738256873489973,0.0,0.0
0.9225792589872668,0.0,0.0
1.2180724888885588,0.0,0.0
1.5328809355451425,0.0,0.0
1.8459717634824977,0.0,0.0
2.215273146269567,0.0,0.0
2.570106802698553,0.0,0.0
2.9398478376911825,0.0,0.0
3.3119786787889884,0.0,0.0
3.6577606089428487,0.0,0.0
4.023878646300371,0.0,0.0
4.287571280525025,0.0,0.0
4.549512665546062,0.0,0.0
4.763778503662421,0.0,0.0
4.9711036414937615,0.0,0.0
5.137016090977427,0.0,0.0
5.285194888762942,0.0,0.0
5.375058009536632,0.0,0.0
5.450110755576135,0.0,0.0
5.485849894043546,0.0,0.0
5.5148159246556965,0.0,0.0
5.636522230813228,0.0,0.0
5.7863756757506,0.0,0.0
5.918136952688418,0.0,0.0
6.0319679795009,0.0,0.0
6.132326603238349,0.0,0.0
6.231663657861133,0.0,0.0
6.322478574699974,0.0,0.0
6.415824613918344,0.0,0.0
6.4863909910215325,0.0,0.0
6.55496761924965,0.0,0.0
6.765215848859208,0.0,0.0
6.975039276951885,0.0,0.0
7.173922787069897,0.0,0.0
7.37282910336267,0.0,0.0
7.555439750957348,0.0,0.0
7.731740931618356,0.0,0.0
7.889075452550949,0.0,0.0
8.045597788918917,0.0,0.0
8.168951533501415,0.0,0.0
8.274791471807642,0.0,0.0
8.300072442961508,0.0,0.0
8.330030962443656,0.0,0.0
8.493392128027015,0.0,0.0
8.514604804964145,0.0,0.0
8.739536884869807,0.0,0.0
8.86558475518177,0.0,0.0
9.107472081546176,0.0,0.0
9.274676768955393,0.0,0.0
9.50436727343967,0.0,0.0
9.691296889131566,0.0,0.0
9.958961112591048,0.0,0.0
10.23840545137796,0.0,0.0
10.637439107746196,0.0,0.0
11.029968183242666,0.0,0.0
11.443392877018669,0.0,0.0
11.85858859399505,0.00013863749523534725,0.0026328453736912394
12.265697303772093,0.00013863749523534725,0.0026328453736912394
12.660179234065803,0.00013863749523534725,0.0026328453736912394
12.990700522541555,0.00013863749523534725,0.0026328453736912394
13.30199258090022,0.00013863749523534725,0.0026328453736912394
13.571284999918154,0.00013863749523534725,0.0026328453736912394
13.820799797947977,0.00013863749523534725,0.0026328453736912394
14.040528434221118,0.00013863749523534725,0.0026328453736912394
14.245896793066505,0.00013863749523534725,0.0026328453736912394
14.405847900703872,0.00013863749523534725,0.0026328453736912394
14.554513669928957,0.00013863749523534725,0.0026328453736912394
14.680321408568318,0.00013863749523534725,0.0026328453736912394
14.77868540184017,0.00013863749523534725,0.0026328453736912394
14.869144339132422,0.00013863749523534725,0.0026328453736912394
14.953836415143785,0.00013863749523534725,0.0026328453736912394
15.047790730752569,0.00013863749523534725,0.0026328453736912394
15.12435704696248,0.00013863749523534725,0.0026328453736912394
15.224530464999107,0.00013863749523534725,0.0026328453736912394
15.330200502051422,0.00013863749523534725,0.0026328453736912394
15.42366355418266,0.00013863749523534725,0.0026328453736912394
15.517647481417075,0.00013863749523534725,0.0026328453736912394
15.586347611453695,0.00013863749523534725,0.0026328453736912394
15.65534504450406,0.00013863749523534725,0.0026328453736912394
15.865331336973995,0.00013863749523534725,0.0026328453736912394
16.076226167304643,0.00013863749523534725,0.0026328453736912394
16.274816239296772,0.00013863749523534725,0.0026328453736912394
16.473162818469678,0.00013863749523534725,0.0026328453736912394
16.65727639025692,0.00013863749523534725,0.0026328453736912394
16.839890138843007,0.00013863749523534725,0.0026328453736912394
16.99922245046034,0.00013863749523534725,0.0026328453736912394
17.157802797787138,0.00013863749523534725,0.0026328453736912394
17.290767525379508,0.00013863749523534725,0.0026328453736912394
17.412305355570478,0.00013863749523534725,0.0026328453736912394
17.436684106864977,0.00013863749523534725,0.0026328453736912394
17.465416680025893,0.00013863749523534725,0.0026328453736912394
17.522813810635423,0.00013863749523534725,0.0026328453736912394
17.669310414661965,0.00013863749523534725,0.0026328453736912394
17.73039091555572,0.00013863749523534725,0.0026328453736912394
17.98130094336256,0.00013863749523534725,0.0026328453736912394
18.04119256884073,0.00013863749523534725,0.0026328453736912394
18.35181833018147,0.00013863749523534725,0.0026328453736912394
18.408840797511708,0.00013863749523534725,0.0026328453736912394
18.704528759761967,0.00013863749523534725,0.0026328453736912394
19.014983433361394,0.00013863749523534725,0.0026328453736912394
19.324455254241183,0.00013863749523534725,0.0026328453736912394
19.6831081957308,0.00013863749523534725,0.0026328453736912394
20.036040153762613,0.00013863749523534725,0.0026328453736912394
20.409200523228883,0.00013863749523534725,0.0026328453736912394
20.788724440756596,0.00013863749523534725,0.0026328453736912394
21.150479974262364,0.00013863749523534725,0.0026328453736912394
21.53068487834207,0.00013863749523534725,0.0026328453736912394
21.812059447849133,0.00013863749523534725,0.0026328453736912394
22.093821158275194,0.00013863749523534725,0.0026328453736912394
22.325378997013438,0.00013863749523534725,0.0026328453736912394
22.55253678136052,0.00013863749523534725,0.0026328453736912394
22.743271165861028,0.00013863749523534725,0.0026328453736912394
22.910967077708193,0.00013863749523534725,0.0026328453736912394
23.01258350703877,0.00013863749523534725,0.0026328453736912394
23.09001512682413,0.00013863749523534725,0.0026328453736912394
23.132493227650308,0.00013863749523534725,0.0026328453736912394
23.15868004729259,0.00013863749523534725,0.0026328453736912394
23.195645653580076,0.00013863749523534725,0.0026328453736912394
23.233028227725146,0.00013863749523534725,0.0026328453736912394
23.29184909620534,0.00013863749523534725,0.0026328453736912394
23.359115382613854,0.00013863749523534725,0.0026328453736912394
23.462215849966334,0.00013863749523534725,0.0026328453736912394
23.569383316043982,0.00013863749523534725,0.0026328453736912394
23.665910254678458,0.00013863749523534725,0.0026328453736912394
23.760259258928045,0.00013863749523534725,0.0026328453736912394
23.831604149680864,0.00013863749523534725,0.0026328453736912394
23.900036641119698,0.00013863749523534725,0.0026328453736912394
24.112150975749078,0.00013863749523534725,0.0026328453736912394
24.32362322770549,0.00013863749523534725,0.0026328453736912394
24.524306376692955,0.00013863749523534725,0.0026328453736912394
24.723323875229017,0.00013863749523534725,0.0026328453736912394
24.904845602112022,0.00013863749523534725,0.0026328453736912394
25.073298742650596,0.00013863749523534725,0.0026328453736912394
25.230098823696984,0.00013863749523534725,0.0026328453736912394
25.387526074000412,0.00013863749523534725,0.0026328453736912394
25.497496784763225,0.00013863749523534725,0.0026328453736912394
25.573671265756857,0.00013863749523534725,0.0026328453736912394
25.60117367177612,0.00013863749523534725,0.0026328453736912394
25.632224252762107,0.00013863749523534725,0.0026328453736912394
25.82429857779943,0.00013863749523534725,0.0026328453736912394
25.92659316399506,0.00013863749523534725,0.0026328453736912394
26.148015907680428,0.00013863749523534725,0.0026328453736912394
26.34499752520079,0.00013863749523534725,0.0026328453736912394
26.570417273685674,0.00013863749523534725,0.0026328453736912394
