C_env,C_air,R_rc,R_oe,R_er,RMSE
14727950.907160763,31662.540482003227,0.030447557012675496,0.12326557352820172,0.00011606691998553081,0.0
14727950.907160763,31662.540482003227,0.030447557012675496,0.12326557352820172,0.01801041059049848,0.0
14727950.907160763,1629864.5304264936,0.00011228110806180952,0.0016447610009954685,0.00011606691998553081,0.0
14727950.907160763,1629864.5304264936,0.00011228110806180952,0.0016447610009954685,0.01801041059049848,0.0
14727950.907160763,1629864.5304264936,0.00011228110806180952,0.12326557352820172,0.00011606691998553081,0.0
14727950.907160763,1629864.5304264936,0.00011228110806180952,0.12326557352820172,0.01801041059049848,0.0
14727950.907160763,1629864.5304264936,0.030447557012675496,0.0016447610009954685,0.00011606691998553081,0.0
14727950.907160763,1629864.5304264936,0.030447557012675496,0.0016447610009954685,0.01801041059049848,0.0
14727950.907160763,1629864.5304264936,0.030447557012675496,0.12326557352820172,0.00011606691998553081,0.0
14727950.907160763,1629864.5304264936,0.030447557012675496,0.12326557352820172,0.01801041059049848,0.0
1132634.8756365583,1598007.992743977,0.01865677234579233,0.03803940708079012,0.0004595390060815815,0.0
13466491.890031306,281941.8825985905,0.008265578178472496,0.002171489226786544,0.0018649578546719057,0.0
428213.62725379516,46872.397646812446,0.0003291517692930025,0.005489823327366396,0.00027496272144949093,0.0
5630025.408132901,1031568.419846338,0.0007842764972291075,0.034014705392452195,0.00042075749364379463,0.0
9518822.343907634,39729.61997332528,0.00016511891230521874,0.030406262914954095,0.0029281696321230163,0.0
9034783.956535606,1470973.348227973,0.00043343142272401103,0.00863338659338594,0.005389579882855826,0.0
917299.4137199498,768908.145022831,0.02441080257148097,0.01026840770799128,0.0004062116656197832,0.0
906139.3637983325,43688.29861914192,0.00663328161067095,0.007858493868468814,0.009890933580411772,0.0
516522.5641780391,1246334.187420313,0.021674428112687896,0.005900080901059857,0.016118100299421356,0.0
10383290.221230729,1356298.194199967,0.00804816880413621,0.003432317813926087,0.00023519681974951397,0.0
2202441.555932392,477244.5090560117,0.00038779994927104125,0.06010643517637105,0.0010587582516440159,0.0
3566063.4404549,619773.0252858963,0.0011447903974843143,0.023679308249166888,0.0001279550000470794,0.0
14379441.389698828,572656.0380599626,0.004297652320036342,0.010669627321590432,0.005848121288413667,0.0
6104567.398745914,876186.7987592502,0.022353430941964063,0.08329328145057746,0.006612925442563971,0.0
10622024.621812487,295117.97280992125,0.00479714989576114,0.002613566743559131,0.014541280795919641,0.0
1658114.9744754145,162842.36835626242,0.00024392092164064193,0.0356525014285094,0.00019613501884078113,0.0
457282.2318400291,100542.43238409521,0.0008843919875755948,0.09834618097679863,0.0020706883695033916,0.0
368120.42957974825,1096730.9221835085,0.004002633711164466,0.055050321572147655,0.00030572506686442997,0.0
1334994.461830591,151804.39811526446,0.005634435003321245,0.032331790348017794,0.002672389143844637,0.0
3048458.0587532287,48718.30314184792,0.0009645027985424875,0.023334589966663856,0.0024911855972091805,0.0
1558580.9406120626,35538.18071726789,0.001980401470569603,0.020986467146252057,0.002122163784621922,0.0
2716607.112938798,33341.86392889899,0.0017100385384140008,0.09560514894054858,0.000704774713149238,0.0
1454096.006974069,503976.5709649502,0.012225025731248158,0.017094285609790122,0.013132948362722928,0.0
11176470.084161565,604646.0839947793,0.0001229238867738206,0.027352465576850494,0.006873285041013178,0.0
1049778.97317105,319661.7335846195,0.002337121481994085,0.015015689546664738,0.00012341223733888527,0.0
6850004.174406118,664478.2313508238,0.00023381402496423833,0.007130822905438595,0.000681264283101853,0.0
8646348.253919983,259801.78207868306,0.0006324398271569436,0.0018673146304759693,0.008817356280521877,0.0
395417.2218261869,83696.75016353145,0.02758578286122456,0.04370285136007252,0.0014623964267167803,0.0
7662843.407048918,948635.2092526458,0.00014117727885580193,0.004168715167293359,0.012066302043316225,0.0
1694406.2037683674,328683.4876322347,0.00019408628223638996,0.003543500652311295,0.0008058026149128275,0.0
1373829.0519567335,203415.98468120623,0.000119724087763801,0.00308291076588001,0.011009192075661712,0.0
2027871.2493165676,423499.16494101076,0.012438094508956244,0.0027381663986679235,0.0009946891117959605,0.0
1255675.2581149552,86109.98299610858,0.00017717561784265753,0.01985913423769317,0.0002262159193871758,0.0
5003251.199588349,119641.20458742206,0.009230123540306868,0.03967623265724872,0.0001535456950242791,0.0
810755.0584943141,244109.50925946733,0.0016828679736990962,0.0025289264530079974,0.006057230249939711,0.0
577176.567114844,228790.7874678275,0.0003135186371364627,0.004316309688044725,0.00016433688196225207,0.0
1930386.8077944112,74791.94758722714,0.001072082130174435,0.050396740386480794,0.0006255014033979343,0.0
3254771.3129881523,689365.7239035831,0.0001515448829994381,0.003913829659630765,0.0003634728211465659,0.0
828186.1509169798,144376.1826830885,0.005989999660531007,0.009151271848454772,0.017536939772044756,0.0
3889572.317346536,104483.10785612604,0.0006958803877112618,0.10860557448403481,0.00013473791469719175,0.0
400647.60193050065,855296.60857185,0.017789804104702975,0.006258791839719829,0.0005197580812917196,0.0
2320667.4700524346,1385427.7520359938,0.007151144420537844,0.0463908053226103,0.00025339870182772826,0.0
1831750.7632804567,218267.47086833967,0.0026204973870934335,0.014060449830638554,0.003839052611444973,0.0
593326.0585880859,52659.76822692602,0.002877367840664547,0.10344501210339593,0.004135341515733145,0.0
7357246.946494558,134618.0918409191,0.028898816473929886,0.013235820153949052,0.0032302689190816733,0.0
11894626.578334188,745359.9990748639,0.005105575048523415,0.003114422861483757,0.001675720818237166,0.0
489476.7271764723,181671.9756480861,0.00020623683933184228,0.002093602361635071,0.0011198418867608196,0.0
2853754.791954602,430107.30615954124,0.003207492861786929,0.026741056062233284,0.008475397659878934,0.0
8166823.596806473,518225.34502664144,0.01368816815531866,0.07311413901543967,0.010707466122379014,0.0
632108.5400745316,90559.89752654021,0.0005809479052919684,0.12092583195578287,0.0008692663446223784,0.0
5934270.713136996,140239.28951868517,0.016985484914030013,0.00701033645212952,0.001387840911698781,0.0
3355298.2694226597,60323.949123854974,0.002463128555979709,0.0018721866373862775,0.0005674552059768739,0.0
4362146.56548367,175081.36922938604,0.0002629581929296692,0.07513587384329695,0.00032986607737257146,0.0
1152508.4496010437,70022.81357598065,0.0006620788446622402,0.011863349742363432,0.00029899093965906536,0.0
1022461.6649269932,78114.731824669,0.011187606365564363,0.06746129169102753,0.0076363286486744435,0.0
2478677.567143596,57184.84833939837,0.0005220988133634069,0.01806034243072378,0.003646289860999359,0.0
350846.11494585435,200021.63377758002,0.0015429933949318599,0.05275156591654569,0.00017007957883063098,0.0
4657087.679509091,398925.65551009896,0.0037347040574018625,0.019373874700508532,0.004802098087575752,0.0
5411377.427735368,66251.32314625128,0.0034678352792226665,0.015322201371952658,0.004705535258666072,0.0
4287960.644972403,35824.97660432945,0.0020560026819909675,0.0642433936292263,0.003280583561301834,0.0
683793.808600686,53727.51817924549,0.01020673385653063,0.0045976928333325544,0.000754496470078779,0.0
6565027.960234159,381119.69235413376,0.0004632983775224073,0.008181064463716085,0.0011826928100272592,0.0
3730812.062123942,109430.20115421292,0.015359150591712454,0.0017205791394138308,0.00018784896217563377,0.0
738232.9859040005,1171392.8068992265,0.0008707599478055864,0.011754860479106828,0.013981254730237282,0.0
730331.4577797516,995207.0469273104,0.001238059396791883,0.002348612263021006,0.0012929241551552935,0.0
2555149.4162067175,124783.15748620141,0.0002923508367348032,0.005513526792230509,0.0022705615186266407,0.0
12608808.027457222,360244.221535966,0.0003586508515841062,0.005032444547025248,0.0004838362845905693,0.0
535242.1633450686,40591.81714695913,0.001411775915166122,0.08444836491922622,0.0017853788983246768,0.0
