lb,ub,Qsg,Tout,Tair_true,sat_true,zat_true
22.0,24.0,0.0,17.600002,22.20826,15.499971389770508,20.279117584228516
22.0,24.0,0.0,17.099998,22.094166,15.499161720275879,25.03252410888672
22.0,24.0,0.0,16.7,23.212082,15.499947547912598,23.243621826171875
22.0,24.0,0.0,16.300003,22.913101,15.499956130981445,19.128665924072266
22.0,24.0,0.0,15.900002,21.733051,15.499972343444824,21.123369216918945
22.0,24.0,0.0,15.5,22.135368,15.499890327453613,21.904430389404297
22.0,24.0,0.0,15.100002,22.30803,15.499980926513672,22.145584106445312
22.0,24.0,0.0,14.699997,22.327024,15.499195098876953,24.99225425720215
22.0,24.0,0.0,14.400002,22.826395,15.495284080505371,24.316038131713867
22.0,24.0,0.0,14.099998,22.71259,15.484277725219727,23.055702209472656
22.0,24.0,0.0,13.899998,22.454006,15.496146202087402,25.638477325439453
22.0,24.0,0.0,13.699997,22.86864,15.497720718383789,25.9801025390625
22.0,24.0,0.0,13.5,22.93517,15.47401237487793,23.641056060791016
22.0,24.0,0.0,13.299999,22.520044,15.496112823486328,23.611650466918945
22.0,24.0,0.0,13.0,22.461727,15.499052047729492,25.85131072998047
22.0,24.0,0.0,12.700001,22.81018,15.499679565429688,24.433082580566406
22.0,24.0,0.0,12.399998,22.582083,15.495203971862793,25.369476318359375
22.0,24.0,0.0,12.0,22.713978,15.499842643737793,21.64311981201172
22.0,24.0,1.98,13.099998,21.90353,15.498517036437988,22.981689453125
22.0,24.0,63.894325,14.099998,22.217024,15.493408203125,21.0986270904541
22.0,24.0,26.07,15.200001,21.723335,15.498170852661133,25.658279418945312
22.0,24.0,111.44282,16.300003,22.647673,15.496685981750488,23.259122848510742
22.0,24.0,57.915,17.200005,22.341797,15.497610092163086,22.42881202697754
22.0,24.0,169.08887,18.099998,22.478535,15.499999046325684,25.445541381835938
22.0,24.0,119.57057,18.800003,23.078342,15.49999713897705,23.78676414489746
22.0,24.0,330.33704,19.400002,22.967846,15.49999713897705,18.281509399414062
22.0,24.0,324.72836,20.0,21.838087,15.499998092651367,23.121082305908203
22.0,24.0,510.1312,20.599998,22.990158,15.499992370605469,19.735254287719727
22.0,24.0,538.3897,21.199997,22.147837,15.499996185302734,21.389829635620117
22.0,24.0,648.0742,21.8,22.740612,15.499982833862305,18.632917404174805
22.0,24.0,673.4987,22.3,22.35555,15.499984741210938,24.128496170043945
22.0,24.0,723.9466,22.799995,23.723328,15.499998092651367,18.467485427856445
22.0,24.0,735.22235,23.099998,22.703371,15.49997329711914,18.44426155090332
22.0,24.0,726.2297,23.5,22.741886,15.49999713897705,18.814794540405273
22.0,24.0,715.3576,23.699997,22.83227,15.499996185302734,18.287694931030273
22.0,24.0,644.90894,23.899998,22.877373,15.499996185302734,20.494291305541992
22.0,24.0,614.804,24.0,23.02716,15.499970436096191,23.25010871887207
22.0,24.0,489.56662,24.099998,23.96901,15.499999046325684,19.069278717041016
22.0,24.0,432.9949,24.099998,23.05769,15.499996185302734,18.518882751464844
22.0,24.0,273.3121,24.099998,22.943172,15.499984741210938,18.82182502746582
22.0,24.0,211.53319,23.899998,22.876678,15.499938011169434,18.52281951904297
22.0,24.0,128.03357,23.699997,22.780481,15.499996185302734,18.8742733001709
22.0,24.0,90.46357,23.2,22.69463,15.499999046325684,22.4211368560791
22.0,24.0,57.42,22.7,23.185728,15.49958610534668,18.224193572998047
22.0,24.0,41.25,22.7,22.31583,15.499963760375977,23.516820907592773
22.0,24.0,25.08,20.400002,23.326363,15.499972343444824,21.98295783996582
22.0,24.0,10.395,19.400002,22.78537,15.49966812133789,18.879117965698242
22.0,24.0,13.512385,18.400002,22.052332,15.499980926513672,22.448270797729492
22.0,24.0,0.0,17.900002,22.836483,15.49992561340332,20.737001419067383
22.0,24.0,0.0,17.5,22.15753,15.499984741210938,20.230255126953125
22.0,24.0,0.0,17.099998,21.95708,15.499884605407715,23.753393173217773
22.0,24.0,0.0,16.7,22.838562,15.499954223632812,21.287601470947266
22.0,24.0,0.0,16.5,22.151121,15.499897956848145,21.318323135375977
22.0,24.0,0.0,16.399998,22.142864,15.499415397644043,23.964590072631836
22.0,24.0,0.0,16.300003,22.722883,15.49975299835205,21.358083724975586
22.0,24.0,0.0,16.199997,22.052292,15.496294975280762,24.847471237182617
22.0,24.0,0.0,16.100002,22.803387,15.48316764831543,24.791259765625
22.0,24.0,0.0,16.0,22.827356,15.492827415466309,24.162195205688477
